household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0008873,Kurunegala,North-western,Rural,6,0,6,180196.98,0,9,3,1,0,6,0,1,0,9.0,5.4,2336.61,-0.057,0.221,-0.314,-0.05,0.63,0.01,0,0.281,0.028,No
HH0008874,Colombo,Western,Urban,2,0,2,255066.94,0,4,4,0,0,3,1,1,1,21.9,11.6,5617.64,0.076,0.151,-0.016,0.07,0.94,0.44,1,0.565,0.7135,Yes
HH0008875,Ratnapura,Sabaragamuwa,Rural,4,0,4,90783.64,0,6,4,4,1,1,1,1,0,11.6,2.8,2913.33,-0.001,-0.143,0.386,0.081,0.7,0.23,0,0.176,0.1072,No
HH0008876,Gampaha,Western,Urban,3,0,3,171987.35,1,2,2,0,0,5,1,1,0,22.2,13.8,4924.51,0.287,0.311,0.328,0.309,0.86,0.36,0,0.327,0.3928,No
HH0008877,Colombo,Western,Urban,4,0,4,209343.61,0,8,3,0,0,4,1,1,0,25.0,9.8,4431.65,0.076,0.151,-0.016,0.07,0.77,0.52,1,0.565,0.6403,Yes
HH0008878,Kandy,Central,Semi-Urban,1,0,1,60891.43,0,0,0,1,0,2,1,1,1,21.8,8.1,3845.26,-0.018,0.197,-0.178,0.0,0.68,0.18,0,0.028,0.0965,No
HH0008879,Nuwara Eliya,Central,Rural,5,0,5,88573.94,0,9,3,0,0,5,1,0,0,23.6,5.1,2614.46,0.196,0.013,-0.27,-0.02,0.58,0.06,0,0.303,0.0392,No
HH0008880,Gampaha,Western,Urban,3,0,3,216840.59,0,3,0,0,0,5,1,1,1,22.1,9.8,4120.0,0.287,0.311,0.328,0.309,0.8,0.68,0,0.327,0.1009,No
HH0008881,Batticaloa,Eastern,Rural,5,0,5,113784.43,0,4,5,1,1,8,1,1,0,18.6,6.4,2503.01,0.248,-0.029,-0.129,0.03,0.54,0.1,1,0.192,0.0908,No
HH0008882,Galle,Southern,Semi-Urban,4,0,4,71475.13,1,4,2,2,1,4,1,1,0,14.0,4.7,3249.79,0.033,-0.026,-0.139,-0.044,0.63,0.22,0,0.346,0.1154,No
HH0008883,Colombo,Western,Urban,5,0,5,297613.87,0,6,4,1,2,2,1,1,0,19.3,10.7,4869.78,0.076,0.151,-0.016,0.07,0.73,0.38,0,0.565,0.4813,No
HH0008884,Kandy,Central,Semi-Urban,2,0,2,78618.09,0,2,1,0,0,0,1,1,0,18.3,6.9,3709.65,-0.018,0.197,-0.178,0.0,0.7,0.28,1,0.028,0.456,No
HH0008885,Anuradhapura,North-central,Rural,4,0,4,175538.72,0,5,4,2,2,2,1,1,0,14.5,5.0,2670.45,-0.166,-0.084,0.269,0.006,0.45,0.14,1,-0.263,0.1563,No
HH0008886,Kurunegala,North-western,Rural,1,0,1,172080.45,0,2,1,0,0,0,1,1,0,11.1,3.7,2661.29,-0.057,0.221,-0.314,-0.05,0.67,0.05,0,0.281,0.076,No
HH0008887,Kurunegala,North-western,Rural,4,0,4,145116.96,0,8,3,2,0,2,1,0,0,12.3,5.6,2552.48,-0.057,0.221,-0.314,-0.05,0.69,0.27,0,0.281,0.0548,No
HH0008888,Kurunegala,North-western,Rural,2,0,2,165900.79,0,2,2,0,0,2,1,1,0,12.8,3.1,2735.29,-0.057,0.221,-0.314,-0.05,0.59,0.31,0,0.281,0.0821,No
HH0008889,Kandy,Central,Semi-Urban,1,0,1,220630.49,0,0,0,1,0,2,1,1,0,18.6,6.6,2424.23,-0.018,0.197,-0.178,0.0,0.66,0.14,0,0.028,0.0142,No
HH0008890,Colombo,Western,Urban,4,0,4,71356.8,0,8,2,0,0,2,1,0,1,27.0,8.0,4855.59,0.076,0.151,-0.016,0.07,0.83,0.62,1,0.565,0.4917,No
HH0008891,Kalutara,Western,Semi-Urban,5,0,5,147707.82,1,5,5,1,0,5,1,1,0,18.1,8.9,2865.25,0.024,0.114,0.232,0.123,0.6,0.28,1,0.097,0.1153,No
HH0008892,Polonnaruwa,North-central,Rural,5,0,5,128723.13,0,6,2,0,0,2,1,1,0,17.4,6.5,2557.07,-0.134,-0.014,-0.243,-0.13,0.7,0.16,0,0.203,0.0555,No
HH0008893,Kegalle,Sabaragamuwa,Rural,3,0,3,134209.29,0,1,2,0,0,5,1,1,0,19.0,3.8,2234.7,-0.025,0.034,-0.226,-0.072,0.49,0.1,0,-0.101,0.0128,No
HH0008894,Matara,Southern,Semi-Urban,4,0,4,89721.26,0,6,3,2,0,1,1,1,0,25.0,6.8,3237.67,-0.062,-0.083,-0.003,-0.049,0.59,0.08,1,-0.099,0.2376,No
HH0008895,Colombo,Western,Urban,5,0,5,320396.83,1,6,0,0,0,3,1,1,0,24.1,9.9,4394.34,0.076,0.151,-0.016,0.07,0.77,0.53,0,0.565,0.3504,No
HH0008896,Gampaha,Western,Urban,1,0,1,261999.99,0,1,0,0,0,2,1,1,1,29.1,13.8,5117.43,0.287,0.311,0.328,0.309,0.83,0.38,0,0.327,0.2003,No
HH0008897,Kandy,Central,Semi-Urban,2,0,2,265380.15,0,3,2,1,0,4,1,1,0,25.0,10.7,2895.77,-0.018,0.197,-0.178,0.0,0.69,0.17,0,0.028,0.0469,No
HH0008898,Batticaloa,Eastern,Rural,3,0,3,41470.93,0,4,2,1,1,4,1,1,1,15.6,6.1,2175.6,0.248,-0.029,-0.129,0.03,0.6,0.25,0,0.192,0.0034,No
HH0008899,Colombo,Western,Urban,4,0,4,299137.34,0,8,3,0,0,4,1,1,1,34.6,9.1,4751.61,0.076,0.151,-0.016,0.07,0.91,0.44,1,0.565,0.4689,No
HH0008900,Ratnapura,Sabaragamuwa,Rural,1,0,1,45653.71,0,0,0,0,0,1,1,1,0,12.9,6.3,2848.27,-0.001,-0.143,0.386,0.081,0.61,0.03,0,0.176,0.0736,No
HH0008901,Matale,Central,Rural,3,0,3,99947.9,0,5,0,0,0,1,1,1,0,17.8,7.4,2557.91,0.043,-0.288,-0.093,-0.113,0.61,0.29,0,0.488,0.0479,No
HH0008902,Ratnapura,Sabaragamuwa,Rural,3,0,3,133864.91,1,3,0,0,0,0,1,1,0,20.9,5.1,2705.18,-0.001,-0.143,0.386,0.081,0.39,0.26,0,0.176,0.0398,No
HH0008903,Anuradhapura,North-central,Rural,3,0,3,174983.95,1,2,1,1,1,1,1,1,0,14.1,4.3,2446.56,-0.166,-0.084,0.269,0.006,0.47,0.27,0,-0.263,0.0276,No
HH0008904,Puttalam,North-western,Rural,2,0,2,187706.48,0,1,0,1,0,2,1,1,0,16.8,5.7,2012.45,0.219,-0.003,-0.27,-0.018,0.51,0.02,0,0.544,0.0047,No
HH0008905,Ampara,Eastern,Rural,7,0,7,111919.95,0,5,4,0,2,8,1,1,1,17.6,4.3,2618.55,0.259,0.17,-0.182,0.082,0.67,0.17,0,0.229,0.0184,No
HH0008906,Ampara,Eastern,Rural,3,0,3,186785.55,0,2,3,0,0,4,1,1,0,23.8,3.9,1972.53,0.259,0.17,-0.182,0.082,0.58,0.32,0,0.229,0.0028,No
HH0008907,Ampara,Eastern,Rural,5,0,5,121736.14,0,4,5,0,0,3,1,1,1,15.8,6.5,2771.28,0.259,0.17,-0.182,0.082,0.5,0.21,0,0.229,0.0251,No
HH0008908,Ampara,Eastern,Rural,6,0,6,174444.18,0,7,2,3,0,10,1,1,0,24.3,5.0,2039.32,0.259,0.17,-0.182,0.082,0.52,0.21,0,0.229,0.0037,No
HH0008909,Kilinochchi,Northern,Rural,3,0,3,137397.0,1,2,0,0,0,1,1,0,0,16.6,8.3,1699.8,0.23,0.157,-0.148,0.08,0.61,0.24,0,0.028,0.0007,No
HH0008910,Kegalle,Sabaragamuwa,Rural,5,0,5,180932.71,1,8,3,0,0,4,1,1,0,16.0,4.3,2918.35,-0.025,0.034,-0.226,-0.072,0.57,0.17,0,-0.101,0.1175,No
HH0008911,Kurunegala,North-western,Rural,5,0,5,136300.27,0,1,2,0,0,3,0,1,0,13.7,5.6,2592.32,-0.057,0.221,-0.314,-0.05,0.6,0.21,1,0.281,0.1587,No
HH0008912,Puttalam,North-western,Rural,4,0,4,120408.09,0,3,2,0,0,2,1,1,1,14.6,5.6,2530.87,0.219,-0.003,-0.27,-0.018,0.44,0.14,0,0.544,0.0147,No
HH0008913,Badulla,Uva,Rural,3,0,3,173380.77,0,1,2,0,0,3,1,1,0,18.8,5.6,2139.62,0.096,0.056,-0.215,-0.021,0.41,0.05,0,0.285,0.0074,No
HH0008914,Gampaha,Western,Urban,1,0,1,273700.86,0,0,0,0,0,1,1,1,1,34.2,9.8,3592.21,0.287,0.311,0.328,0.309,0.83,0.42,1,0.327,0.1176,No
HH0008915,Colombo,Western,Urban,3,0,3,271452.87,0,3,0,0,0,4,1,1,0,22.1,10.6,6077.64,0.076,0.151,-0.016,0.07,0.79,0.34,0,0.565,0.676,Yes
HH0008916,Matara,Southern,Semi-Urban,6,0,6,168783.24,1,5,6,1,0,6,1,1,0,16.9,6.1,3788.4,-0.062,-0.083,-0.003,-0.049,0.79,0.39,0,-0.099,0.276,No
HH0008917,Hambantota,Southern,Rural,4,0,4,146026.21,1,6,1,0,0,1,1,1,0,10.0,5.7,2449.53,0.166,-0.112,0.131,0.062,0.53,0.25,0,0.435,0.0297,No
HH0008918,Polonnaruwa,North-central,Rural,5,0,5,166367.32,1,5,1,0,0,4,1,1,0,15.7,6.7,2549.36,-0.134,-0.014,-0.243,-0.13,0.76,0.11,0,0.203,0.0613,No
HH0008919,Galle,Southern,Semi-Urban,8,0,8,117993.48,1,6,2,2,0,3,1,1,0,21.9,6.5,2924.15,0.033,-0.026,-0.139,-0.044,0.74,0.28,1,0.346,0.17,No
HH0008920,Vavuniya,Northern,Rural,1,0,1,229259.84,0,0,0,0,0,0,1,1,1,12.4,5.1,2367.24,-0.184,0.025,-0.074,-0.078,0.63,0.27,0,0.303,0.0127,No
HH0008921,Jaffna,Northern,Semi-Urban,5,0,5,79166.55,0,5,4,1,1,3,1,1,0,21.1,10.6,2531.96,0.064,0.05,-0.159,-0.015,0.65,0.19,0,0.341,0.0173,No
HH0008922,Colombo,Western,Urban,9,0,9,171611.9,1,11,5,1,1,9,1,1,1,35.4,7.0,5228.72,0.076,0.151,-0.016,0.07,0.81,0.35,0,0.565,0.2527,No
HH0008923,Ampara,Eastern,Rural,2,0,2,212066.07,0,2,0,0,0,2,1,1,0,24.7,7.6,2594.46,0.259,0.17,-0.182,0.082,0.58,0.23,0,0.229,0.0326,No
HH0008924,Polonnaruwa,North-central,Rural,1,0,1,165267.53,0,1,2,2,0,2,1,0,0,18.7,6.7,2067.38,-0.134,-0.014,-0.243,-0.13,0.49,0.12,0,0.203,0.007,No
HH0008925,Gampaha,Western,Urban,8,0,8,222888.94,1,6,4,2,0,8,1,1,1,32.6,7.5,3585.85,0.287,0.311,0.328,0.309,0.88,0.56,0,0.327,0.0415,No
HH0008926,Batticaloa,Eastern,Rural,4,0,4,103817.33,1,3,2,2,1,2,1,1,0,13.3,6.8,2556.09,0.248,-0.029,-0.129,0.03,0.59,0.21,0,0.192,0.0412,No
HH0008927,Batticaloa,Eastern,Rural,1,0,1,132128.68,0,0,1,0,0,2,1,1,0,16.1,5.4,2223.95,0.248,-0.029,-0.129,0.03,0.6,0.09,0,0.192,0.0124,No
HH0008928,Gampaha,Western,Urban,3,0,3,309049.4,0,0,0,2,0,4,1,1,1,27.0,10.4,5148.44,0.287,0.311,0.328,0.309,0.79,0.4,1,0.327,0.4674,No
HH0008929,Gampaha,Western,Urban,3,0,3,254298.74,0,6,4,4,0,5,1,1,1,26.0,8.6,4968.25,0.287,0.311,0.328,0.309,0.84,0.5,0,0.327,0.1964,No
HH0008930,Kegalle,Sabaragamuwa,Rural,1,0,1,97816.47,0,0,0,0,0,1,1,1,0,17.1,5.1,2317.79,-0.025,0.034,-0.226,-0.072,0.65,0.0,1,-0.101,0.0666,No
HH0008931,Nuwara Eliya,Central,Rural,1,0,1,69533.08,0,2,0,0,0,1,1,1,0,21.9,8.7,2326.74,0.196,0.013,-0.27,-0.02,0.46,0.27,0,0.303,0.0137,No
HH0008932,Kalutara,Western,Semi-Urban,2,0,2,288029.25,0,3,1,1,0,4,1,1,1,20.9,10.3,1547.54,0.024,0.114,0.232,0.123,0.64,0.26,0,0.097,0.0,No
HH0008933,Gampaha,Western,Urban,5,0,5,156053.73,2,4,4,1,0,6,1,1,1,25.9,6.6,4103.32,0.287,0.311,0.328,0.309,0.81,0.37,0,0.327,0.0888,No
HH0008934,Kurunegala,North-western,Rural,2,0,2,96078.52,0,4,0,0,0,1,1,1,0,15.6,4.6,3069.92,-0.057,0.221,-0.314,-0.05,0.58,0.01,0,0.281,0.1478,No
HH0008935,Ampara,Eastern,Rural,3,0,3,170582.23,0,1,0,0,0,2,1,1,1,18.8,7.4,2880.11,0.259,0.17,-0.182,0.082,0.51,0.21,0,0.229,0.0315,No
HH0008936,Trincomalee,Eastern,Rural,5,0,5,103944.88,0,6,2,0,0,5,1,1,0,19.2,4.0,2513.8,-0.027,0.101,-0.064,0.003,0.55,0.17,0,0.2,0.031,No
HH0008937,Colombo,Western,Urban,5,0,5,246996.72,2,6,4,1,0,6,1,0,1,17.9,6.0,5051.85,0.076,0.151,-0.016,0.07,0.89,0.45,0,0.565,0.348,No
HH0008938,Monaragala,Uva,Rural,5,0,5,156087.5,0,8,3,1,0,4,1,1,0,18.9,4.0,2760.53,-0.059,0.046,0.226,0.071,0.53,0.26,0,0.309,0.0573,No
HH0008939,Nuwara Eliya,Central,Rural,3,0,3,160087.74,0,4,0,1,0,4,1,1,0,25.0,8.5,2226.03,0.196,0.013,-0.27,-0.02,0.63,0.2,0,0.303,0.0112,No
HH0008940,Kandy,Central,Semi-Urban,6,0,6,216137.3,0,4,2,0,0,2,1,1,1,9.1,9.0,2756.85,-0.018,0.197,-0.178,0.0,0.7,0.25,1,0.028,0.0676,No
HH0008941,Matara,Southern,Semi-Urban,1,0,1,157558.85,0,0,1,0,0,0,1,1,1,16.3,4.2,3969.08,-0.062,-0.083,-0.003,-0.049,0.79,0.44,1,-0.099,0.4016,No
HH0008942,Nuwara Eliya,Central,Rural,4,0,4,106294.51,0,4,2,0,0,4,1,1,0,16.4,8.5,2850.75,0.196,0.013,-0.27,-0.02,0.34,0.26,0,0.303,0.0717,No
HH0008943,Badulla,Uva,Rural,3,0,3,111554.12,0,2,0,0,1,1,1,1,0,15.4,6.8,2569.41,0.096,0.056,-0.215,-0.021,0.47,0.09,0,0.285,0.0398,No
HH0008944,Ratnapura,Sabaragamuwa,Rural,4,0,4,102669.71,0,1,3,1,1,4,1,1,1,20.6,5.3,1667.25,-0.001,-0.143,0.386,0.081,0.67,0.22,0,0.176,0.0002,No
HH0008945,Kandy,Central,Semi-Urban,8,0,8,128969.95,0,5,6,3,0,5,1,1,1,24.5,9.4,2920.68,-0.018,0.197,-0.178,0.0,0.61,0.0,0,0.028,0.0186,No
HH0008946,Badulla,Uva,Rural,5,0,5,154434.96,0,4,1,1,0,3,1,1,0,17.2,4.6,1977.7,0.096,0.056,-0.215,-0.021,0.41,0.18,1,0.285,0.0116,No
HH0008947,Anuradhapura,North-central,Rural,1,0,1,177673.24,0,0,0,0,0,1,1,1,0,21.3,4.3,2796.88,-0.166,-0.084,0.269,0.006,0.7,0.04,1,-0.263,0.2182,No
HH0008948,Ratnapura,Sabaragamuwa,Rural,3,0,3,120245.34,0,2,2,0,0,1,1,1,1,15.9,4.8,2507.69,-0.001,-0.143,0.386,0.081,0.56,0.32,0,0.176,0.0124,No
HH0008949,Kalutara,Western,Semi-Urban,5,0,5,176186.4,0,8,1,2,1,3,1,1,0,22.3,7.5,2522.17,0.024,0.114,0.232,0.123,0.72,0.2,1,0.097,0.0478,No
HH0008950,Mullaitivu,Northern,Rural,3,0,3,102352.92,0,3,0,1,1,5,1,1,0,10.3,4.1,2529.46,-0.205,-0.053,-0.209,-0.156,0.62,0.01,0,0.26,0.0583,No
HH0008951,Kalutara,Western,Semi-Urban,2,0,2,188878.5,0,2,0,0,0,1,1,1,1,17.4,7.9,2491.75,0.024,0.114,0.232,0.123,0.57,0.37,0,0.097,0.0055,No
HH0008952,Polonnaruwa,North-central,Rural,5,0,5,187000.55,1,6,1,1,0,3,1,1,1,19.8,6.9,2479.29,-0.134,-0.014,-0.243,-0.13,0.63,0.09,0,0.203,0.0163,No
HH0008953,Colombo,Western,Urban,3,0,3,357006.89,0,4,0,0,1,1,1,1,1,22.6,10.1,3491.15,0.076,0.151,-0.016,0.07,0.81,0.46,0,0.565,0.0669,No
HH0008954,Vavuniya,Northern,Rural,3,0,3,159190.93,0,6,1,0,1,2,1,1,0,15.9,5.1,2502.77,-0.184,0.025,-0.074,-0.078,0.51,0.22,0,0.303,0.0379,No
HH0008955,Kandy,Central,Semi-Urban,3,0,3,196093.34,0,0,5,0,0,1,1,1,1,28.3,8.7,3171.48,-0.018,0.197,-0.178,0.0,0.64,0.28,0,0.028,0.0307,No
HH0008956,Kandy,Central,Semi-Urban,6,0,6,141961.69,0,5,0,1,1,8,1,0,0,23.5,9.8,3039.51,-0.018,0.197,-0.178,0.0,0.59,0.11,1,0.028,0.172,No
HH0008957,Trincomalee,Eastern,Rural,6,0,6,90651.6,0,4,1,0,0,2,1,1,0,18.3,4.8,2567.81,-0.027,0.101,-0.064,0.003,0.48,0.32,0,0.2,0.0346,No
HH0008958,Badulla,Uva,Rural,3,0,3,88205.76,0,4,3,2,0,5,1,0,0,16.5,5.5,2409.59,0.096,0.056,-0.215,-0.021,0.47,0.28,1,0.285,0.0708,No
HH0008959,Ampara,Eastern,Rural,4,0,4,123660.91,0,5,1,1,0,1,1,1,0,11.8,5.3,1950.13,0.259,0.17,-0.182,0.082,0.62,0.07,0,0.229,0.0035,No
HH0008960,Badulla,Uva,Rural,2,0,2,172385.13,0,3,0,1,0,3,1,1,0,21.4,3.8,2645.48,0.096,0.056,-0.215,-0.021,0.56,0.21,0,0.285,0.0478,No
HH0008961,Kalutara,Western,Semi-Urban,5,0,5,157888.86,0,6,2,0,0,4,1,1,1,16.8,7.8,2951.09,0.024,0.114,0.232,0.123,0.72,0.35,1,0.097,0.0713,No
HH0008962,Hambantota,Southern,Rural,6,0,6,109272.15,0,3,1,1,0,7,1,1,0,17.0,4.5,2359.9,0.166,-0.112,0.131,0.062,0.63,0.29,1,0.435,0.0614,No
HH0008963,Galle,Southern,Semi-Urban,2,0,2,171803.56,0,2,2,0,0,1,1,1,0,15.1,4.1,2277.13,0.033,-0.026,-0.139,-0.044,0.64,0.47,0,0.346,0.0095,No
HH0008964,Colombo,Western,Urban,4,0,4,480674.48,1,4,0,1,0,1,1,1,0,25.0,8.2,5437.48,0.076,0.151,-0.016,0.07,0.73,0.38,0,0.565,0.5551,Yes
HH0008965,Kilinochchi,Northern,Rural,7,0,7,120339.1,0,8,1,1,0,2,1,1,0,17.1,6.4,2400.43,0.23,0.157,-0.148,0.08,0.41,0.21,0,0.028,0.0175,No
HH0008966,Kurunegala,North-western,Rural,4,0,4,151584.43,0,8,1,1,0,0,1,1,0,15.7,3.9,2583.66,-0.057,0.221,-0.314,-0.05,0.63,0.14,1,0.281,0.1534,No
HH0008967,Batticaloa,Eastern,Rural,4,0,4,65040.2,1,7,1,1,1,4,1,1,0,15.5,5.8,2631.55,0.248,-0.029,-0.129,0.03,0.67,0.0,0,0.192,0.0487,No
HH0008968,Kurunegala,North-western,Rural,4,0,4,192082.0,0,4,3,1,0,2,1,1,0,12.5,3.6,1770.66,-0.057,0.221,-0.314,-0.05,0.62,0.16,0,0.281,0.0016,No
HH0008969,Vavuniya,Northern,Rural,2,0,2,153034.65,0,1,0,0,0,4,1,0,0,16.8,6.0,3251.46,-0.184,0.025,-0.074,-0.078,0.57,0.0,0,0.303,0.2096,No
HH0008970,Colombo,Western,Urban,3,0,3,248379.51,1,3,2,1,0,3,1,1,1,24.4,6.2,4433.78,0.076,0.151,-0.016,0.07,0.93,0.41,1,0.565,0.4661,No
HH0008971,Gampaha,Western,Urban,5,0,5,161157.54,0,8,2,1,0,5,1,1,0,23.4,11.1,5126.79,0.287,0.311,0.328,0.309,0.89,0.47,0,0.327,0.4303,No
HH0008972,Batticaloa,Eastern,Rural,1,0,1,102671.77,0,1,2,0,0,1,1,1,1,17.7,5.6,2679.15,0.248,-0.029,-0.129,0.03,0.61,0.0,0,0.192,0.0223,No
HH0008973,Kalutara,Western,Semi-Urban,3,0,3,147573.87,0,4,0,0,1,5,1,1,0,18.4,5.5,2701.81,0.024,0.114,0.232,0.123,0.57,0.4,1,0.097,0.0752,No
HH0008974,Colombo,Western,Urban,3,0,3,282244.49,0,5,1,0,0,1,1,1,0,25.0,10.5,4554.79,0.076,0.151,-0.016,0.07,0.87,0.16,1,0.565,0.6937,Yes
HH0008975,Galle,Southern,Semi-Urban,2,0,2,183009.8,0,4,1,0,0,3,1,1,0,24.3,4.7,2335.34,0.033,-0.026,-0.139,-0.044,0.78,0.21,0,0.346,0.0106,No
HH0008976,Kilinochchi,Northern,Rural,2,0,2,79752.98,0,4,1,0,0,1,1,1,1,20.5,7.7,2782.98,0.23,0.157,-0.148,0.08,0.67,0.15,1,0.028,0.0801,No
HH0008977,Kandy,Central,Semi-Urban,5,0,5,197345.12,0,8,1,1,0,5,1,1,0,22.6,9.9,3033.86,-0.018,0.197,-0.178,0.0,0.7,0.21,0,0.028,0.0671,No
HH0008978,Kurunegala,North-western,Rural,5,0,5,177978.36,1,9,0,2,0,3,1,1,0,12.9,4.6,2520.99,-0.057,0.221,-0.314,-0.05,0.55,0.32,0,0.281,0.0434,No
HH0008979,Trincomalee,Eastern,Rural,1,0,1,77244.25,0,2,0,0,0,1,1,1,0,11.5,4.5,1786.37,-0.027,0.101,-0.064,0.003,0.55,0.2,0,0.2,0.0014,No
HH0008980,Kandy,Central,Semi-Urban,6,0,6,187212.64,1,11,2,0,1,4,1,1,0,18.7,10.9,3101.72,-0.018,0.197,-0.178,0.0,0.61,0.42,0,0.028,0.078,No
HH0008981,Puttalam,North-western,Rural,5,0,5,141935.59,0,2,1,1,1,1,1,1,0,16.3,4.9,2513.36,0.219,-0.003,-0.27,-0.018,0.76,0.14,0,0.544,0.0438,No
HH0008982,Trincomalee,Eastern,Rural,3,0,3,110277.14,0,4,0,0,0,0,1,1,0,18.6,4.5,3235.59,-0.027,0.101,-0.064,0.003,0.57,0.15,1,0.2,0.4073,No
HH0008983,Ampara,Eastern,Rural,5,0,5,158602.4,0,8,2,0,0,1,1,1,0,18.3,5.4,1927.01,0.259,0.17,-0.182,0.082,0.43,0.1,0,0.229,0.0022,No
HH0008984,Kilinochchi,Northern,Rural,4,0,4,65093.69,0,2,2,0,0,2,1,1,0,13.6,7.1,2156.94,0.23,0.157,-0.148,0.08,0.61,0.15,1,0.028,0.0273,No
HH0008985,Colombo,Western,Urban,6,0,6,276969.18,1,3,4,0,0,4,1,1,1,25.1,8.7,4294.52,0.076,0.151,-0.016,0.07,0.81,0.57,0,0.565,0.1647,No
HH0008986,Kurunegala,North-western,Rural,5,0,5,113491.45,0,6,1,3,1,1,1,1,0,14.5,2.7,2027.47,-0.057,0.221,-0.314,-0.05,0.51,0.08,1,0.281,0.0181,No
HH0008987,Nuwara Eliya,Central,Rural,3,0,3,141341.33,0,2,0,1,0,2,1,1,0,18.3,7.2,2579.05,0.196,0.013,-0.27,-0.02,0.66,0.07,0,0.303,0.0462,No
HH0008988,Ratnapura,Sabaragamuwa,Rural,4,0,4,117215.68,0,1,1,0,0,3,1,1,1,18.1,3.3,3035.86,-0.001,-0.143,0.386,0.081,0.66,0.24,0,0.176,0.0507,No
HH0008989,Anuradhapura,North-central,Rural,1,0,1,144241.53,0,0,1,1,1,2,1,1,0,16.4,6.4,2325.42,-0.166,-0.084,0.269,0.006,0.52,0.19,1,-0.263,0.0562,No
HH0008990,Batticaloa,Eastern,Rural,5,0,5,116975.25,0,3,1,1,0,2,1,0,0,19.5,6.5,2221.12,0.248,-0.029,-0.129,0.03,0.44,0.15,1,0.192,0.0303,No
HH0008991,Kalutara,Western,Semi-Urban,3,0,3,148585.53,0,5,1,0,0,1,1,1,0,24.3,5.9,2320.77,0.024,0.114,0.232,0.123,0.53,0.18,1,0.097,0.0188,No
HH0008992,Gampaha,Western,Urban,3,0,3,173505.19,1,1,0,1,0,4,1,1,0,25.0,13.6,3869.5,0.287,0.311,0.328,0.309,0.79,0.44,1,0.327,0.3742,No
HH0008993,Kandy,Central,Semi-Urban,2,0,2,150273.81,0,2,2,0,0,1,1,1,0,22.0,7.1,2903.19,-0.018,0.197,-0.178,0.0,0.59,0.04,0,0.028,0.0454,No
HH0008994,Matara,Southern,Semi-Urban,7,0,7,148620.49,1,12,4,1,0,6,1,0,0,21.9,5.1,3457.14,-0.062,-0.083,-0.003,-0.049,0.54,0.3,0,-0.099,0.1333,No
HH0008995,Kandy,Central,Semi-Urban,3,0,3,178174.41,1,4,1,0,0,5,1,1,0,25.0,8.5,3212.12,-0.018,0.197,-0.178,0.0,0.73,0.13,0,0.028,0.091,No
HH0008996,Hambantota,Southern,Rural,9,0,9,116947.64,0,12,3,2,2,8,1,1,0,16.3,5.8,2766.95,0.166,-0.112,0.131,0.062,0.72,0.01,1,0.435,0.2085,No
HH0008997,Gampaha,Western,Urban,2,0,2,188951.72,0,2,1,1,0,1,1,0,1,29.5,11.7,5373.85,0.287,0.311,0.328,0.309,0.78,0.37,1,0.327,0.4838,No
HH0008998,Kegalle,Sabaragamuwa,Rural,6,0,6,154872.29,0,12,2,2,2,6,1,1,0,18.2,6.7,2809.17,-0.025,0.034,-0.226,-0.072,0.61,0.2,0,-0.101,0.0896,No
HH0008999,Colombo,Western,Urban,1,0,1,200713.26,0,2,0,2,1,1,1,1,1,33.5,8.8,5035.62,0.076,0.151,-0.016,0.07,0.84,0.47,0,0.565,0.2428,No
HH0009000,Ratnapura,Sabaragamuwa,Rural,4,0,4,60427.81,0,1,2,1,1,2,1,0,0,11.9,6.3,2074.84,-0.001,-0.143,0.386,0.081,0.54,0.04,0,0.176,0.0055,No
HH0009001,Ratnapura,Sabaragamuwa,Rural,2,0,2,149137.25,0,4,1,0,0,0,1,1,1,17.5,6.6,2292.34,-0.001,-0.143,0.386,0.081,0.58,0.12,0,0.176,0.0058,No
HH0009002,Jaffna,Northern,Semi-Urban,3,0,3,142215.9,0,1,2,0,0,5,1,1,0,19.3,7.4,3280.65,0.064,0.05,-0.159,-0.015,0.56,0.21,0,0.341,0.1028,No
HH0009003,Kurunegala,North-western,Rural,8,0,8,146186.13,0,9,6,1,1,5,1,1,0,12.8,4.5,2081.34,-0.057,0.221,-0.314,-0.05,0.61,0.04,1,0.281,0.0278,No
HH0009004,Galle,Southern,Semi-Urban,6,0,6,151141.85,0,3,0,2,0,6,1,1,0,24.9,6.3,3256.68,0.033,-0.026,-0.139,-0.044,0.74,0.43,0,0.346,0.1061,No
HH0009005,Ampara,Eastern,Rural,1,0,1,102803.85,0,0,0,0,0,1,1,1,1,23.9,5.7,2730.45,0.259,0.17,-0.182,0.082,0.6,0.03,0,0.229,0.0195,No
HH0009006,Kandy,Central,Semi-Urban,4,0,4,179804.19,0,5,0,1,0,5,1,1,0,25.0,9.5,2437.16,-0.018,0.197,-0.178,0.0,0.65,0.25,1,0.028,0.0393,No
